85,98,59,6,12
86,12,41,6,22
86,30,64,1,3
86,39,82,8,7
86,50,49,21,8
86,54,59,12,10
86,65,20,29,39
86,66,85,1,7
86,92,25,30,31
86,95,29,29,32
87,5,43,9,16
87,6,94,10,10
87,8,57,3,10
87,18,68,9,3
87,21,82,7,11
87,39,85,7,7
87,55,47,15,21
87,66,9,34,66
87,77,90,2,12
87,92,71,3,6
88,2,78,8,3
88,24,36,13,23
88,27,69,5,9
88,47,20,27,11
88,53,81,8,2
88,61,37,21,6
88,63,35,9,24
88,69,60,6,5
88,76,62,1,3
88,80,84,8,2
88,83,63,13,6
88,95,21,47,46
88,96,100,10,5
89,3,61,2,2
89,4,52,4,6
89,6,18,14,43
89,10,78,2,2
89,18,52,9,16
89,28,68,9,4
89,36,62,3,4
89,52,63,9,14
89,68,30,3,28
89,87,78,11,4
90,4,54,3,4
90,8,83,6,10
90,15,38,7,12
90,37,69,2,4
90,49,2,189,366
90,54,67,2,14
90,75,43,4,13
91,6,67,14,8
91,7,15,45,30
91,8,96,4,8
91,12,70,4,9
91,27,78,9,6
91,39,115,2,3
91,58,85,6,12
91,59,91,1,2
91,63,45,9,17
91,72,75,2,6
91,83,71,2,5
91,87,76,6,5
91,94,101,6,7
92,5,30,4,5
92,11,34,22,26
92,41,66,5,8
92,42,51,20,12
92,50,38,16,12
92,55,34,2,25
92,63,25,29,2
92,86,25,25,33
92,90,13,16,72
92,96,84,3,3
92,97,27,28,33
93,8,38,17,12
93,63,28,26,30
93,70,65,2,6
93,71,63,3,9
93,82,51,11,2
93,95,49,11,11
94,7,87,1,1
94,8,18,56,23
94,9,28,20,25
94,11,100,3,1
94,14,83,2,8
94,26,36,3,17
94,27,56,14,8
94,32,73,2,1
94,54,20,49,23
94,60,33,19,17
94,65,66,14,2
94,66,65,12,11
94,83,59,8,12
94,100,26,36,5
95,4,37,2,12
95,6,40,11,8
95,22,37,20,15
95,25,57,5,7
95,41,64,7,5
95,63,21,5,9
95,67,60,1,14
95,88,21,35,38
96,2,81,12,8
96,5,80,8,9
96,12,43,1,10
96,15,81,4,12
96,37,48,18,1
96,46,62,12,4
96,52,10,32,34
96,67,23,12,30
96,72,57,17,13
96,73,37,21,5
96,82,39,8,3
97,4,35,29,17
97,20,85,2,11
97,21,49,2,3
97,26,56,11,16
97,45,107,6,4
97,49,34,21,10
97,60,70,1,1
97,61,43,20,17
97,62,75,9,8
97,66,62,10,10
97,69,64,12,3
97,80,79,11,11
97,90,33,22,11
97,96,100,4,1
97,99,21,23,34
98,19,6,32,73
98,28,76,12,9
98,37,52,8,7
98,44,20,47,41
98,61,5,83,46
98,69,34,14,12
98,70,53,5,15
98,91,45,5,19
98,97,43,12,7
99,18,25,30,15
99,35,14,36,27
99,45,97,2,2
99,46,64,6,13
99,52,78,6,1
99,57,86,8,7
99,66,42,11,3
99,72,43,11,14
99,82,69,3,1
99,93,37,21,8
99,94,82,1,12
100,3,15,16,49
100,6,72,10,14
100,10,58,4,1
100,24,59,7,3
100,27,32,15,22
100,34,67,6,15
100,35,72,8,14
100,40,55,13,6
100,46,60,14,11
100,49,85,4,5
100,66,41,17,8
100,78,57,9,12
100,84,26,9,15
100,88,84,6,5
100,89,64,12,9
100,94,26,33,36
100,99,68,13,3
